modified_id,keyword,cluster
418,love different flavors variety pack drink want mix drinking beer,taste
418,absolute favorite strawberry lemonade,taste
3621,fan flavoured beers,taste
3621,favorite drinkable,taste
3621,okay,taste
2908,works really well mixed jungle juice,taste
2908,one capable split two people equally,taste
2908,enjoyed one person strong buzz,taste
2908,great value size,price
2908,sweet taste,taste
386,ok good original one zing taste got one store original one redds apple ale far way better one,style
93,husband love little bit pricey taste said good,style
93,definitely going buy,price
772,corona lime summer day refreshing sometimes quench thirst,taste
772,personally enjoy beer flavors,taste
772,know going get,style
772,corona corona,taste
772,like ipas,style
9584,yellow gold w white head,appearance
9584,slightly hop forward balanced,ingredients
9584,bright nectarine aroma flavor,taste
2772,anything jack daniels ok,taste
2772,would highly recommend,style
2772,really good,style
2772,especially pool,season
2772,sweet,taste
4843,lingering coat mouth hop presence finish,ingredients
4843,overall nice almost throwback ipa,style
4843,last day first weekend tourney,taste
4843,malts play well bittering hops,ingredients
4843,taste grapefruit peel pine resin,taste
3970,must add lime little bit salt bring favors,ingredients
3970,really refreshing beer,taste
1271,taste caramel candied sweetness milder whisky,taste
1271,thin ring khaki head lacing,appearance
1271,floaties appear second oz pour,appearance
1271,average carbonation finish taste,carbonation
1271,appearance clear copper orange,appearance
1407,semi drying close balanced rising kiss alcohol,alcohol
1407,black topped big dirty looking tan cap,appearance
1407,taste comprises dried fruit rinds,taste
1407,dark fruit rinds,taste
1407,nose rich roast,aroma
1905,taste follows suit plenty patented stone west coast hoppy bitterness,ingredients
1905,nose roasty hoppy like slightly floral chocolate espresso,taste
1905,oz bottle consumed belgian snifter glass,packaging
1905,basically black lighter tan head,appearance
1905,good backbone roasted malt,taste
6004,pours dark chestnut brown decent tan cap,appearance
6004,online etre gourmet,place_of_service
6004,body frothy carbonation,carbonation
6004,abv well hidden,taste
6004,light moderate bitter,finish
2771,home punch favorite flavor brand,taste
2771,flavors way sweet,taste
8175,little heavier resinous recent examples,taste
8175,still kind weighed malt bill,taste
8175,pretty decent old schoolish iipa,style
8175,decent hop depth,ingredients
8175,big malt tone,taste
74,jack daniels home punch one favorite drinks drink setting outside backyard around fire pit,taste
74,recommend drink anyone loves jack daniels,taste
74,sweet taste hint fruit,taste
3364,one easiest beers drink market,taste
3364,knock six pack pretty quick,taste
3364,relatively cheap,price
3364,potent,taste
567,choice want lighter flavor hot summer day,taste
567,must add lime,ingredients
567,beers spicy foods,taste
567,go,style
567,corona,taste
4905,shared fancy big bottle half pint nonics,packaging
4905,poured hazy brown color,appearance
4905,interesting belgian yeast spice,ingredients
4905,great restrained barrel character,style
4905,finally entering backlog notes,style
7831,appears amber rocky foamy head dropped quickly,appearance
7831,overall nice sessionable beer might drink,style
7831,mouth feel medium light style,taste
7831,taste follows nose nicely,taste
7831,poured pint glass,packaging
3853,guinness argentine beer mistaken,taste
3853,beer super great,taste
3853,also delicious,taste
9585,continuing ipa trend offer anything terribly novel genre,style
9585,flagship beer one umpteenth ipa creations,style
9585,overall fruit taste cash,taste
9585,better enjoying sierra nevada,style
9585,nice golden appearance,appearance
4854,light drying close spiked juicy come grassy hop bitterness,ingredients
4854,solid well rounded easy drinking ipa,style
4854,cw online watching channel bro oh,taste
4854,hazed orange good sized white head,appearance
4854,taste comprises ripe tropical fruits,taste
5312,taste aroma give sweet wheat spices along citrus lemony prominence,taste
5312,think must first af witbier,style
5312,hazed orange white head,appearance
5312,citrus peel spices,taste
7896,chewy hop flowers earthiness linger light ethanol wafts picture closes huge hop bite,ingredients
7896,billowing light tan head refuses settle past one,appearance
7896,new calendar years probably personal gold standard style,taste
7896,finger pillow leaves sticky lacing coating glass aroma,appearance
7896,noticeable alcohol heat sum quite well opinion,alcohol
5507,pours mostly clear brassy golden creamy disc foam top,appearance
5507,level fizz nice drying finish,taste
5507,ounce canning date,taste
5507,medium body mid,taste
5507,flavors bit dusty,taste
6051,smooth toasty malty flavor light touches white bready yeast touch bread crust malty semisweetness,taste
6051,malty aroma lightly bread toasty lightly malty sweet light lager yeast tone,taste
6051,clear deep toasted amber thick foamy light beige head,appearance
1265,mango melon tropical hops slight spicy hops finish,ingredients
1265,really bitter almost peppery like spice balances,finish
1265,nice light colored full bodied neipa,appearance
1265,bit slight sweet finish minimal,finish
1265,flavorful neipa normal price,price
8844,interesting idea quite play well could,style
8844,look forward another nice try,style
8844,infinity toasty qualities good beer,taste
8844,okay well balanced,style
3264,got lighter taste typical beer would say,taste
3264,big fan beer might one try,taste
3264,beer smooth,taste
7392,enough keep seeming thing carbonation prickly lightly effervescent,carbonation
7392,hop nectarine notes play leading role nose,ingredients
7392,dries considerably finish also light bitter bite,finish
7392,beer perceived sweetness front hop fruit notes,ingredients
7392,beer deep golden color shows mostly clear,appearance
3463,kind expensive compared brands,price
3463,love look packing taste,taste
3463,love spicy kombucha,taste
3463,delicious nonetheless,taste
4841,beer average average style something wanted get back notes technology time,taste
4841,hard finish without chugging avoid nose,taste
4841,words describe beer caramel,taste
4841,backlog rating bottle tmoney,packaging
4841,weird funk,taste
3974,sipping ice cold corona piece tangy lime lip bottle inside bottle makes feel lying foot palm tree nice warm beach,taste
845,recommend try beer make sure cold,taste
845,drink beer drink bud light,taste
6544,got lot hop bomb character,ingredients
6544,large foamy tan head,appearance
6544,slightly hazy orange,appearance
6544,taste dank,taste
6544,pale malt,taste
793,sweet one good amount bitterness,finish
793,really picky comes ciders,taste
793,one alright,style
793,mind,style
773,nothing like ice cold corona hot summer day,taste
773,love putting lime,ingredients
773,beer drink often,taste
773,deep flavor,taste
773,smooth,taste
4090,tastes even better lime,ingredients
4090,pretty classic one,taste
4090,without powering,taste
4090,nice light,taste
4090,favourite beer,taste
1500,pretty much good imperial stout mellow bourbon barrel flavor,style
1500,imperial stout half recipe went last year,style
1500,think age rest next year two,style
1500,one top beers last several years,taste
1500,sweet overpowering like lot ba imperials,taste
3170,drink beer lot anymore,taste
3170,beer ok,taste
3170,bitter,finish
3015,elegant inside little dark taste delicious,taste
3015,frothy bubbles nice love,appearance
3015,unlike cervesas soft,taste
3015,really like brand,price
3015,bottle beautiful,packaging
33,prefer pilsner beer thought would try heineken even though lager,taste
33,l find heineken comparable many pilsner beer types drink,taste
33,would recommend others enjoy lighter refreshing lager beer,taste
33,smooth lager enjoy drinking occasion,taste
3151,something commonly available reasonable price,price
3151,always great crisp fresh taste,taste
3151,fiancs favourite beer,taste
5270,strong cantillon funk nose becomes milder palate grape mild acidity shines,aroma
5270,grape grape must forward,taste
5270,becomes dry straw,appearance
5270,seems young know,style
5270,lupulus via winery,taste
9233,coming lot like weird winter pepsi couple years ago mexican hot chocolate stout,taste
9233,subtle dark fruit undertones mild roastiness finish,taste
9233,offering moderate notes chocolate vanilla,ingredients
9233,lingering pepper bite lovely,finish
9233,gets carried away spices,aroma
4867,pours hazy golden orange bubbly,appearance
4867,sugars touch banana,ingredients
4867,sample courtesy shig,taste
4867,mango sorbet finish,taste
4867,aroma mango,taste
5988,pours hazy ruby amber nearly indiscernible head,appearance
5988,finish flavor little heat going,finish
5988,good samichlaus knockoff,style
5988,aroma dried fruit,taste
5988,moving cashew roast,style
7427,hazy yellow color ipa poured white head leaves light lacing,appearance
7427,starts pungent citrus aroma mango,taste
7427,nice imperial ipa,style
7427,blood orange grapefruit,taste
7427,moderately bitter,finish
4817,ultimately proving hyped us breweries `` cooking water '',taste
4817,honestly say blew away compared better neipas europe,style
4817,taste excellent balance biscuity malt juicy,taste
4817,well lighter tropical notes hint spicy,taste
4817,well hint black pepper pine,aroma
4834,semi drying close splashed light leafy bitterness,finish
4834,golden amber moderate white cap,appearance
4834,taste comprises orange marmalade,taste
